hole_number,depth_from,depth_to,CLV
D7T6RI-GT-D00165,15.85,17.95,XTF
D7T6RI-GT-D00165,36.4,47.8,XTF
D7T6RI-GT-D00165,88.2,89.85,XTF
D7T6RI-GT-D00165,89.85,100.6,HGOC
D7T6RI-GT-D00165,126.8,136.4,ICTF
D7T6RI-GT-D00165,136.4,138.2,BRF
D7T6RI-GT-D00165,138.2,140.8,ICTF
D7T6RI-GT-D00165,144.1,153.8,QZS
D7T6RI-GT-D00165,173,181.3,QFC
D7T6RI-GT-D00163,0,6.5,LT
D7T6RI-GT-D00163,149.5,166.5,AGS
D7T6RI-GT-D00163,232.15,238.5,IGOF
D7T6RI-GT-D00163,247.2,250,SR
D7T6RI-GT-D00163,250,256.95,IGOF
D7T6RI-GT-D00161,0,2,AT
D7T6RI-GT-D00161,2,13.65,AGF
D7T6RI-GT-D00161,13.65,18,XTF
D7T6RI-GT-D00161,53.85,55.35,QZF
D7T6RI-GT-D00161,55.35,58.35,SR
D7T6RI-GT-D00161,58.35,80.5,QZF
D7T6RI-GT-D00161,80.5,96.4,XTF
D7T6RI-GT-D00161,96.4,100.7,QZF
D7T6RI-GT-D00161,100.7,114.65,IFR
D7T6RI-GT-D00161,114.65,117.75,ICTF
D7T6RI-GT-D00160,0,28.2,IF
D7T6RI-GT-D00160,65.4,75.4,IANC
D7T6RI-GT-D00160,75.4,91.4,ICTF
D7T6RI-GT-D00160,91.4,101.4,IC
D7T6RI-GT-D00160,101.4,109.9,ANF
D7T6RI-GT-D00160,109.9,120.4,IANF
D7T6RI-GT-D00160,120.4,125.95,FSS
D7T6RI-GT-D00160,125.95,129,FSF
D7T6RI-GT-D00160,143.5,159.85,FSC
D7T6RI-GT-D00159,0,2.6,SO
D7T6RI-GT-D00159,2.6,12.5,XTF
D7T6RI-GT-D00159,12.5,19.5,FLF
D7T6RI-GT-D00159,19.5,21,SR
D7T6RI-GT-D00159,21,41.6,XTF
D7T6RI-GT-D00159,41.6,43.5,SR
D7T6RI-GT-D00159,43.5,47.5,XTF
D7T6RI-GT-D00159,47.5,63.4,IF
D7T6RI-GT-D00157,0,1,LT
D7T6RI-GT-D00157,8,9.8,SR
D7T6RI-GT-D00157,129.75,137.4,IF
D7T6RI-GT-D00157,137.4,141.15,INF
D7T6RI-GT-D00157,209.3,220,XTC
D7T6RI-GT-D00156,0,10.95,CG
D7T6RI-GT-D00156,10.95,26.5,HF
D7T6RI-GT-D00156,26.5,28,SR
D7T6RI-GT-D00156,28,34,HF
D7T6RI-GT-D00156,34,37,SR
D7T6RI-GT-D00156,55.4,61.45,IS
D7T6RI-GT-D00156,61.45,66.8,IC
D7T6RI-GT-D00156,75.4,87.6,IF
D7T6RI-GT-D00156,112.3,116.9,INF
D7T6RI-GT-D00156,116.9,118.4,SR
D7T6RI-GT-D00156,123.4,124.9,INF
D7T6RI-GT-D00156,140.9,142.4,SR
D7T6RI-GT-D00156,142.4,151.4,ICTF
D7T6RI-GT-D00156,151.4,155.15,XTS
D7T6RI-GT-D00155,0,27.85,LT
D7T6RI-GT-D00155,76.6,82.05,FMF
D7T6RI-GT-D00155,96.7,100.55,XTF
D7T6RI-GT-D00155,100.55,108.65,FLF
D7T6RI-GT-D00155,108.65,115.05,XTF
D7T6RI-GT-D00155,157.3,168.3,QZS
D7T6RI-GT-D00155,174.85,182,QXC
D7T6RI-GT-D00155,182,201.9,QXC
D7T6RI-GT-D00155,274.7,279.65,XTF
D7T6RI-GT-D00155,308.65,309.05,INF
D7T6RI-GT-D00155,309.05,327,IMNF
D7T6RI-GT-D00155,327,336.15,IGOF
D7T6RI-GT-D00155,336.15,338.95,INF
D7T6RI-GT-D00155,461.75,464.3,XTF
D7T6RI-GT-D00155,500.6,501.6,XTS
D7T6RI-GT-D00155,558.4,559.6,IC
D7T6RI-GT-D00155,559.6,560.7,XTC
D7T6RI-GT-D00155,560.7,570.35,IC
D7T6RI-GT-D00155,583.55,591.35,QXC
D7T6RI-GT-D00151,0,2.35,CG
D7T6RI-GT-D00151,2.35,7.4,IGOF
D7T6RI-GT-D00151,7.4,70.4,IF
D7T6RI-GT-D00151,70.4,90.4,IF
D7T6RI-GT-D00151,90.4,136.65,IC
D7T6RI-GT-D00151,136.65,139.85,INC
D7T6RI-GT-D00151,139.85,145.4,IF
D7T6RI-GT-D00151,145.4,159.4,IC
D7T6RI-GT-D00151,159.4,169.5,XTF
D7T6RI-GT-D00151,183.95,204.1,XTC
D7T6RI-GT-D00149,0,2.7,SO
D7T6RI-GT-D00149,2.7,22.85,LT
D7T6RI-GT-D00149,22.85,36.05,SO
D7T6RI-GT-D00149,36.05,54.1,QZF
D7T6RI-GT-D00149,54.1,64.7,QFF
D7T6RI-GT-D00149,214.05,219.6,IANC
D7T6RI-GT-D00149,219.6,225.5,IANF
D7T6RI-GT-D00149,225.5,228.65,INF
D7T6RI-GT-D00149,239.8,251.75,XTC
D7T6RI-GT-D00149,251.75,254.45,INC
D7T6RI-GT-D00149,254.45,259.65,IC
D7T6RI-GT-D00149,265.3,302.7,IC
D7T6RI-GT-D00149,302.7,317.75,XTC
D7T6RI-GT-D00149,317.75,336.2,IC
D7T6RI-GT-D00149,336.2,401.8,XTC
D7T6RI-GT-D00149,401.8,437.8,IC
D7T6RI-GT-D00149,437.8,480,XTC
D7T6RI-GT-D00146,0,10.35,CG
D7T6RI-GT-D00146,10.35,22.05,IALF
D7T6RI-GT-D00146,22.05,41.3,IFR
D7T6RI-GT-D00146,69.55,74.35,IF
D7T6RI-GT-D00146,74.35,87.65,IANF
D7T6RI-GT-D00146,189.95,192.2,INC
D7T6RI-GT-D00146,195.45,196.75,XTC
D7T6RI-GT-D00146,196.75,201,ICTF
D7T6RI-GT-D00146,201,210.4,XTF
D7T6RI-GT-D00146,210.4,220,XTC
D7T6RI-GT-D00145,0,4.7,SO
D7T6RI-GT-D00145,4.7,18.45,LT
D7T6RI-GT-D00145,18.45,31.35,IGOF
D7T6RI-GT-D00145,31.35,45.15,IMNF
D7T6RI-GT-D00145,45.15,48.05,IGOF
D7T6RI-GT-D00145,48.05,57.6,IF
D7T6RI-GT-D00145,57.6,58.05,XTF
D7T6RI-GT-D00145,58.05,60.25,IMNF
D7T6RI-GT-D00145,60.25,61.85,XTF
D7T6RI-GT-D00145,61.85,68.07,IMNF
D7T6RI-GT-D00145,68.07,71.05,XTF
D7T6RI-GT-D00145,71.05,79,IMNF
D7T6RI-GT-D00145,79,82.45,IGOF
D7T6RI-GT-D00145,82.45,102.73,IF
D7T6RI-GT-D00145,102.73,135.8,IGOF
D7T6RI-GT-D00145,162.35,167.05,IS
D7T6RI-GT-D00145,167.05,167.4,VQC
D7T6RI-GT-D00145,186.45,192.05,INF
D7T6RI-GT-D00145,192.05,199.9,IANF
D7T6RI-GT-D00145,199.9,210.85,XTF
D7T6RI-GT-D00145,210.85,218,XTC
D7T6RI-GT-D00145,218,224.55,XTC
D7T6RI-GT-D00145,224.55,235.6,IC
D7T6RI-GT-D00145,235.6,250.6,XTC
D7T6RI-GT-D00145,250.6,265.3,XTC
D7T6RI-GT-D00145,265.3,278.2,IANC
D7T6RI-GT-D00145,278.2,280.85,XTC
D7T6RI-GT-D00145,280.85,285.9,IANC
D7T6RI-GT-D00145,285.9,292.85,XTC
D7T6RI-GT-D00145,292.85,297.6,IANC
D7T6RI-GT-D00145,297.6,304.05,XTC
D7T6RI-GT-D00145,304.05,311.95,IANC
D7T6RI-GT-D00145,311.95,322.1,XTC
D7T6RI-GT-D00145,322.1,333.3,IANC
D7T6RI-GT-D00145,333.3,337.3,XTC
D7T6RI-GT-D00145,337.3,348.92,IANC
D7T6RI-GT-D00145,348.92,349.9,INC
D7T6RI-GT-D00145,349.9,358.4,IANC
D7T6RI-GT-D00145,358.4,359.3,XTC
D7T6RI-GT-D00145,359.3,367.85,INC
D7T6RI-GT-D00145,367.85,371.6,XTC
D7T6RI-GT-D00145,371.6,377.45,XTC
D7T6RI-GT-D00145,377.45,383.55,XTC
D7T6RI-GT-D00145,383.55,400,XTC
D7T6RI-GT-D00144,0,6.7,LT
D7T6RI-GT-D00144,6.7,8.4,SR
D7T6RI-GT-D00144,8.4,19.55,LT
D7T6RI-GT-D00144,19.55,21.65,SR
D7T6RI-GT-D00144,21.65,22.65,LT
D7T6RI-GT-D00144,22.65,24.2,SR
D7T6RI-GT-D00144,24.2,29.1,LT
